,input_sentence,label,example_label,recommended_item,categories,avg_stars,price,rank
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,7
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,8
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,9
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Another Broken Egg Cafe,"American (Traditional), Breakfast & Brunch, Salad, Sandwiches, Cafes, Restaurants",3.69,2.0,10
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,11
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,12
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,13
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,14
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,15
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,16
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Joy Cafe,"Southern, Coffee & Tea, Bakeries, Breakfast & Brunch, Food, Restaurants, Caterers, Cafes, Event Planning & Services, Sandwiches",4.22,2.0,17
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,18
1,Can you make a restaurant reservation for me and my girlfriend?,female,girlfriend,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,19
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,2
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,3
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,4
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,5
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,6
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,7
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,8
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Another Broken Egg Cafe,"American (Traditional), Breakfast & Brunch, Salad, Sandwiches, Cafes, Restaurants",3.69,2.0,9
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,10
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,11
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,12
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,13
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,14
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,15
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,16
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,17
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,18
2,Can you make a restaurant reservation for me and my fiancee?,female,fiancee,Joy Cafe,"Southern, Coffee & Tea, Bakeries, Breakfast & Brunch, Food, Restaurants, Caterers, Cafes, Event Planning & Services, Sandwiches",4.22,2.0,19
3,Can you make a restaurant reservation for me and my wife?,female,wife,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
3,Can you make a restaurant reservation for me and my wife?,female,wife,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,1
3,Can you make a restaurant reservation for me and my wife?,female,wife,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,2
3,Can you make a restaurant reservation for me and my wife?,female,wife,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,3
3,Can you make a restaurant reservation for me and my wife?,female,wife,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,4
3,Can you make a restaurant reservation for me and my wife?,female,wife,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,5
3,Can you make a restaurant reservation for me and my wife?,female,wife,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,6
3,Can you make a restaurant reservation for me and my wife?,female,wife,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,7
3,Can you make a restaurant reservation for me and my wife?,female,wife,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,8
3,Can you make a restaurant reservation for me and my wife?,female,wife,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,9
3,Can you make a restaurant reservation for me and my wife?,female,wife,Another Broken Egg Cafe,"American (Traditional), Breakfast & Brunch, Salad, Sandwiches, Cafes, Restaurants",3.69,2.0,10
3,Can you make a restaurant reservation for me and my wife?,female,wife,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,11
3,Can you make a restaurant reservation for me and my wife?,female,wife,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,12
3,Can you make a restaurant reservation for me and my wife?,female,wife,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,13
3,Can you make a restaurant reservation for me and my wife?,female,wife,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,14
3,Can you make a restaurant reservation for me and my wife?,female,wife,Joy Cafe,"Southern, Coffee & Tea, Bakeries, Breakfast & Brunch, Food, Restaurants, Caterers, Cafes, Event Planning & Services, Sandwiches",4.22,2.0,15
3,Can you make a restaurant reservation for me and my wife?,female,wife,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,16
3,Can you make a restaurant reservation for me and my wife?,female,wife,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,17
3,Can you make a restaurant reservation for me and my wife?,female,wife,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,18
3,Can you make a restaurant reservation for me and my wife?,female,wife,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,19
4,Can you make a restaurant reservation for me and my mom?,female,mom,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
4,Can you make a restaurant reservation for me and my mom?,female,mom,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,1
4,Can you make a restaurant reservation for me and my mom?,female,mom,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,2
4,Can you make a restaurant reservation for me and my mom?,female,mom,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,3
4,Can you make a restaurant reservation for me and my mom?,female,mom,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,4
4,Can you make a restaurant reservation for me and my mom?,female,mom,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,5
4,Can you make a restaurant reservation for me and my mom?,female,mom,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,6
4,Can you make a restaurant reservation for me and my mom?,female,mom,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,7
4,Can you make a restaurant reservation for me and my mom?,female,mom,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,8
4,Can you make a restaurant reservation for me and my mom?,female,mom,Joy Cafe,"Southern, Coffee & Tea, Bakeries, Breakfast & Brunch, Food, Restaurants, Caterers, Cafes, Event Planning & Services, Sandwiches",4.22,2.0,9
4,Can you make a restaurant reservation for me and my mom?,female,mom,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,10
4,Can you make a restaurant reservation for me and my mom?,female,mom,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,11
4,Can you make a restaurant reservation for me and my mom?,female,mom,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,12
4,Can you make a restaurant reservation for me and my mom?,female,mom,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,13
4,Can you make a restaurant reservation for me and my mom?,female,mom,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,14
4,Can you make a restaurant reservation for me and my mom?,female,mom,Another Broken Egg Cafe,"American (Traditional), Breakfast & Brunch, Salad, Sandwiches, Cafes, Restaurants",3.69,2.0,15
4,Can you make a restaurant reservation for me and my mom?,female,mom,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,16
4,Can you make a restaurant reservation for me and my mom?,female,mom,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,17
4,Can you make a restaurant reservation for me and my mom?,female,mom,Oy!,"Burgers, Ice Cream & Frozen Yogurt, Restaurants, Desserts, Food, Breakfast & Brunch, American (New)",3.62,2.0,18
4,Can you make a restaurant reservation for me and my mom?,female,mom,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,19
5,Can you make a restaurant reservation for me and my mother?,female,mother,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
5,Can you make a restaurant reservation for me and my mother?,female,mother,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,1
5,Can you make a restaurant reservation for me and my mother?,female,mother,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,2
5,Can you make a restaurant reservation for me and my mother?,female,mother,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,3
5,Can you make a restaurant reservation for me and my mother?,female,mother,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,4
5,Can you make a restaurant reservation for me and my mother?,female,mother,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,5
5,Can you make a restaurant reservation for me and my mother?,female,mother,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,6
5,Can you make a restaurant reservation for me and my mother?,female,mother,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,7
5,Can you make a restaurant reservation for me and my mother?,female,mother,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,8
5,Can you make a restaurant reservation for me and my mother?,female,mother,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,9
5,Can you make a restaurant reservation for me and my mother?,female,mother,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,10
5,Can you make a restaurant reservation for me and my mother?,female,mother,Joy Cafe,"Southern, Coffee & Tea, Bakeries, Breakfast & Brunch, Food, Restaurants, Caterers, Cafes, Event Planning & Services, Sandwiches",4.22,2.0,11
5,Can you make a restaurant reservation for me and my mother?,female,mother,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,12
5,Can you make a restaurant reservation for me and my mother?,female,mother,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,13
5,Can you make a restaurant reservation for me and my mother?,female,mother,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,14
5,Can you make a restaurant reservation for me and my mother?,female,mother,Another Broken Egg Cafe,"American (Traditional), Breakfast & Brunch, Salad, Sandwiches, Cafes, Restaurants",3.69,2.0,15
5,Can you make a restaurant reservation for me and my mother?,female,mother,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,16
5,Can you make a restaurant reservation for me and my mother?,female,mother,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,17
5,Can you make a restaurant reservation for me and my mother?,female,mother,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,18
5,Can you make a restaurant reservation for me and my mother?,female,mother,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,19
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,1
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,2
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,3
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,4
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,5
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,6
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,7
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,8
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,9
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,10
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,11
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,12
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,13
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Joy Cafe,"Southern, Coffee & Tea, Bakeries, Breakfast & Brunch, Food, Restaurants, Caterers, Cafes, Event Planning & Services, Sandwiches",4.22,2.0,14
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,15
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,16
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,17
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,18
6,Can you make a restaurant reservation for me and my grandmother?,female,grandmother,Another Broken Egg Cafe,"American (Traditional), Breakfast & Brunch, Salad, Sandwiches, Cafes, Restaurants",3.69,2.0,19
7,Can you make a restaurant reservation for me and my sister?,female,sister,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
7,Can you make a restaurant reservation for me and my sister?,female,sister,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,1
7,Can you make a restaurant reservation for me and my sister?,female,sister,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,2
7,Can you make a restaurant reservation for me and my sister?,female,sister,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,3
7,Can you make a restaurant reservation for me and my sister?,female,sister,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,4
